SAMPLE	MHC	EC	SC	CP	AZ	IPS
TCGA.A2.A0D0.01	0.64315605543396	0.331151205338737	-0.450573324640951	-0.0837922827674325	0.439941653364313	1
TCGA.A2.A0D1.01	0.523814924478256	0.170038457696205	-0.203143281875475	0.0952916523801575	0.586001752679143	2
TCGA.A2.A0D2.01	0.626225460081733	0.416384230095808	-0.460072786687223	-0.0318950378401736	0.550641865650144	2
TCGA.A2.A0D3.01	0.614705750784625	0.226926927278796	-0.33147552495535	0.0773009889944176	0.587458142102489	2
TCGA.A2.A0D4.01	0.487250982701178	0.123423190375369	-0.16481047335603	0.0606606325230571	0.506524332243574	2
TCGA.A2.A0EM.01	0.591717459533708	0.153544675384171	-0.255291901109706	0.0259544358548006	0.515924669662974	2
TCGA.A2.A0EN.01	0.748413840454068	0.37778573586127	-0.587249747297811	-0.0713524157469509	0.467597413270576	2
TCGA.A2.A0EO.01	0.620936437166931	0.269291140160821	-0.359613031694622	0.0149116050203122	0.545526150653442	2
TCGA.A2.A0EP.01	0.760965365165811	0.475213278630853	-0.766882964587052	-0.0959833636956495	0.373312315513963	1
TCGA.A2.A0EQ.01	0.769384665966257	0.485412802334143	-0.560302890373791	-0.123144304385165	0.571350273541443	2
TCGA.A2.A0ER.01	0.55568547443119	0.201231089064832	-0.268458373459766	0.0568706573119321	0.545328847348189	2
TCGA.A2.A0ES.01	0.616592290588839	0.247843915732405	-0.348865280680402	0.0592044988709524	0.574775424511794	2
TCGA.A2.A0ET.01	0.690185824674564	0.254619845030535	-0.292515250513344	0.0408134976856317	0.693103916877387	2
TCGA.A2.A0EU.01	0.537730259976199	0.223842287220101	-0.294615970767419	0.0439986623319819	0.510955238760862	2
TCGA.A2.A0EV.01	0.732628136425371	0.285329798052777	-0.437937883152735	-0.0177796047100819	0.562240446615332	2
TCGA.A2.A0EW.01	0.645455452846814	0.298892876537063	-0.381999949284303	-0.0100596555447637	0.55228872455481	2
TCGA.A2.A0EX.01	0.593112315745948	0.234180651372854	-0.268255962753933	0.1017499723431	0.660786976707969	2
TCGA.A2.A0EY.01	0.626316141299019	0.271553375950899	-0.476863994550292	-0.00221277741212659	0.4187927452875	1
TCGA.A2.A0ST.01	0.863417907167408	0.512366994130473	-0.704766118961381	-0.160169030634649	0.510849751701851	2
TCGA.A2.A0SU.01	0.633700974524717	0.265957288710125	-0.315514241190297	0.0944472803403236	0.678591302384869	2
TCGA.A2.A0SV.01	0.739468873272119	0.29420050282911	-0.581258647655078	-0.0778141952594128	0.374596533186737	1
TCGA.A2.A0SW.01	0.722072796584365	0.395392642731761	-0.508502582481563	-0.0402647776219775	0.568698079212585	2
TCGA.A2.A0SX.01	0.721816317056126	0.433507464827385	-0.529321616240072	-0.0619586161627817	0.564043549480657	2
TCGA.A2.A0SY.01	0.63388274464567	0.32005888978316	-0.459068853568182	-0.00510491879189253	0.489767862068756	2
TCGA.A2.A0T0.01	0.583898211533417	0.280697372106529	-0.555042674298706	-0.0236408314472952	0.285912077893944	1
TCGA.A2.A0T1.01	0.741207421256376	0.400247528256598	-0.608279475535155	-0.0853825864023569	0.447792887575462	1
TCGA.A2.A0T2.01	0.628610565121266	0.217468801607928	-0.466531160807398	-0.00947883765004131	0.370069368271755	1
TCGA.A2.A0T3.01	0.544040498167636	0.184890095918113	-0.135415324109745	0.0841056589568982	0.677620928932903	2
TCGA.A2.A0T4.01	0.675728914052376	0.344240748927167	-0.433904955391788	-0.0207723748901634	0.565292332697592	2
TCGA.A2.A0T5.01	0.537917114224867	0.184259930291115	-0.294481484797936	0.0935172211534172	0.521212780871464	2
TCGA.A2.A0T6.01	0.631952416075359	0.323737271976674	-0.507358209659743	-0.0112994826731068	0.437031995719184	1
TCGA.A2.A0T7.01	0.644752385408531	0.23173530746353	-0.392446349967476	0.0277614963382193	0.511802839242804	2
TCGA.A2.A0YC.01	0.627518113311752	0.2554638015813	-0.396949416061786	-0.0415729056859466	0.444459593145321	1
TCGA.A2.A0YD.01	0.663065634554629	0.302639151437778	-0.513008562020487	-0.0456245212477543	0.407071702724166	1
TCGA.A2.A0YE.01	0.628234729027349	0.203416754039833	-0.30748613752796	0.0527258686689112	0.576891214208134	2
TCGA.A2.A0YF.01	0.545275616913979	0.219915167965291	-0.39937340743252	-0.000579689985999216	0.365237687460751	1
TCGA.A2.A0YG.01	0.615706166234261	0.214966559115749	-0.26499725618607	0.0381994438062017	0.603874912970142	2
TCGA.A2.A0YH.01	0.728533304072825	0.363748561983024	-0.583184543493878	-0.148849212769053	0.360248109792918	1
TCGA.A2.A0YI.01	0.670321864026232	0.332601089587522	-0.457831710891712	-0.0381175683276781	0.506973674394364	2
TCGA.A2.A0YJ.01	0.604622878681238	0.133690237180184	-0.304785473529473	0.0275388190244421	0.461066461356392	2
TCGA.A2.A0YK.01	0.702750373117588	0.386600128020685	-0.458215388389801	-0.0261420051553558	0.604993107593116	2
TCGA.A2.A0YL.01	0.623138609569748	0.300452577061684	-0.29476568602262	0.00285032425011269	0.631675824858925	2
TCGA.A2.A0YM.01	0.658085965958849	0.351071121813547	-0.561348653683704	-0.0852943652654866	0.362514068823206	1
TCGA.A2.A0YT.01	0.592613983234969	0.278570770427971	-0.329407850964845	-0.0360926751585741	0.50568422753952	2
TCGA.A2.A1FV.01	0.422968564315258	0.115575525469673	-0.0756534702007991	0.102014172532878	0.56490479211701	2
TCGA.A2.A1FW.01	0.525331760595601	0.242663284996381	-0.198893126538498	-0.00212069701363421	0.56698122203985	2
TCGA.A2.A1FX.01	0.6185848522163	0.291634508144731	-0.354441805082747	-0.00362152717243794	0.552156028105846	2
TCGA.A2.A1FZ.01	0.600855947871405	0.219864594149918	-0.456244808265715	0.0321086558894754	0.396584389645083	1
TCGA.A2.A1G0.01	0.578452896458004	0.270278499268757	-0.341310008858795	0.0215857185051356	0.529007105373102	2
TCGA.A2.A1G1.01	0.717793232430738	0.421265473204225	-0.572397687732723	-0.126282881768688	0.440378136133553	1
TCGA.A2.A1G4.01	0.495899752569617	0.226805313144578	-0.260279370533656	0.0744726376167851	0.536898332797324	2
TCGA.A2.A1G6.01	0.568199125298362	0.213631749507596	-0.32233114883372	0.055425673628176	0.514925399600414	2
TCGA.A2.A259.01	0.592049829536535	0.291092695524606	-0.400460313290521	-0.0264836145857627	0.456198597184857	2
TCGA.A2.A25A.01	0.641084283546431	0.340614445895662	-0.40265551745514	0.00625244414029376	0.585295656127247	2
TCGA.A2.A25B.01	0.553404481631941	0.337203685782722	-0.388659225245298	-0.0802026131125583	0.421746329056808	1
TCGA.A2.A25C.01	0.686881232124834	0.269906727953848	-0.260610769194397	0.00700826271784797	0.703185453602133	2
TCGA.A2.A25D.01	0.749774273868503	0.429240138175464	-0.491262555284567	-0.107894660605356	0.579857196154044	2
TCGA.A2.A25E.01	0.52219707462074	0.235692099146576	-0.254881305857342	0.0777473280242015	0.580755195934176	2
TCGA.A2.A25F.01	0.793304014325198	0.573714480390718	-0.793619159844195	-0.210101716115865	0.363297618755856	1
TCGA.A2.A3KC.01	0.622964941526587	0.267187696446006	-0.410427077769099	0.0079184730877901	0.487644033291285	2
TCGA.A2.A3KD.01	0.566887474259714	0.206911732444206	-0.331077945293828	0.110238352437292	0.552959613847385	2
TCGA.A2.A3XS.01	0.660853681252514	0.300244446726418	-0.408635327226847	0.0949803057244067	0.647443106476492	2
TCGA.A2.A3XT.01	0.770968120294274	0.378569650272975	-0.614133307962281	-0.0437405565437765	0.491663906061191	2
TCGA.A2.A3XU.01	0.50971121219308	0.0860265127056285	-0.208821856872675	0.193000408844494	0.579916276870527	2
TCGA.A2.A3XV.01	0.621285448480866	0.232478786958801	-0.412340446870934	0.141206492449473	0.582630281018206	2
TCGA.A2.A3XW.01	0.752536893279889	0.286197041528634	-0.432791642223108	0.0519649817959741	0.657907274381389	2
TCGA.A2.A3XX.01	0.716928711586191	0.30612676663264	-0.403926312839352	0.0695344551417318	0.688663620521211	2
TCGA.A2.A3XY.01	0.757472825840047	0.371657622540333	-0.532851491407513	-0.0420112247450083	0.554267732227859	2
TCGA.A2.A3XZ.01	0.710177236278466	0.362948908853962	-0.539280980379518	0.0471832873211045	0.581028452074015	2
TCGA.A2.A3Y0.01	0.723356621872516	0.388722851725445	-0.621295909815551	-0.0787839252164447	0.411999638565967	1
TCGA.A2.A4RW.01	0.624116742140408	0.229014703027975	-0.317578119997129	0.0320134832586322	0.567566808429887	2
TCGA.A2.A4RX.01	0.635258127783177	0.295080684792679	-0.426170614981891	0.0492707696243279	0.553438967218293	2
TCGA.A2.A4RY.01	0.638743629401074	0.23240462155068	-0.310331647897559	0.0475670732725247	0.608383676326719	2
TCGA.A2.A4S0.01	0.695684947192772	0.0499954098348953	-0.200629677424804	0.0933587970404209	0.638409476643284	2
TCGA.A2.A4S1.01	0.833884514042252	0.323731477066744	-0.568944356165538	-0.0539705896783906	0.534701045265067	2
TCGA.A2.A4S2.01	0.717498805557924	0.308583094352306	-0.433401941234151	-0.128764061897871	0.463915896778208	2
TCGA.A2.A4S3.01	0.682850459586518	0.305393368757778	-0.404209988797489	0.00517752649803984	0.589211366044846	2
TCGA.A7.A0CD.01	0.587178546664917	0.145661264359228	-0.170508151334287	0.0353098615078686	0.597641521197727	2
TCGA.A7.A0CE.01	0.666724669295831	0.251162806354096	-0.270848771623373	0.0138396805954088	0.660878384621963	2
TCGA.A7.A0CG.01	0.68303827914653	0.360782103192121	-0.447374745260187	0.0335456097263868	0.629991246804851	2
TCGA.A7.A0CH.01	0.589376281880795	0.16489725443909	-0.265597641678539	0.0512430121974353	0.539918906838782	2
TCGA.A7.A0CJ.01	0.592293937837979	0.221498874800396	-0.332964636511747	-0.0619009567069928	0.418927219419636	1
TCGA.A7.A0D9.01	0.481013238308205	0.105488273263373	-0.219114106363596	0.177600884447564	0.544988289655546	2
TCGA.A7.A0DA.01	0.663663106330822	0.165116052775173	-0.288442682640051	0.00245892160609455	0.542795398072039	2
TCGA.A7.A0DB.01	0.610137657781976	0.168169268363457	-0.42402131378639	0.00854058559302409	0.362826197952067	1
TCGA.A7.A13D.01	0.597768779814234	0.149968612998001	-0.328816274814497	0.0199608076241089	0.438881925621847	1
TCGA.A7.A13E.01	0.599985668991304	0.167718841056141	-0.279796688896853	-0.00248051659781105	0.485427304552781	2
TCGA.A7.A13F.01	0.536306344132184	0.187987322795765	-0.331261121803556	0.0272487298166797	0.420281274941074	1
TCGA.A7.A13G.01	0.575439149950629	0.0572322906375528	-0.121021820546022	0.0674772838711422	0.579126903913301	2
TCGA.A7.A13H.01	0.703604072065327	0.296859555292712	-0.583665261450588	-0.0429260741849461	0.373872291722506	1
TCGA.A7.A26E.01	0.537176198483963	0.183087775375968	-0.273465096491781	0.0421337201039188	0.488932597472068	2
TCGA.A7.A26F.01	0.662930646744945	0.358452876308773	-0.605663779801681	-0.0883118029861341	0.327407940265903	1
TCGA.A7.A26G.01	0.576215683149136	0.357513438376122	-0.529443884245035	-0.0256671994896167	0.378618037790606	1
TCGA.A7.A26H.01	0.618165416252353	0.279252843021797	-0.422773880763277	-0.0328352089922156	0.441809169518657	1
TCGA.A7.A26I.01	0.626503167377795	0.239063090756288	-0.491875311001033	-0.076536277985494	0.297154669147555	1
TCGA.A7.A26J.01	0.638651508945066	0.222619614174013	-0.317950269902595	-0.0150435423812122	0.528277310835272	2
TCGA.A7.A2KD.01	0.625593148339449	0.317653352242754	-0.460093780285807	-0.0390861507513947	0.444066569545002	1
TCGA.A7.A3IY.01	0.704191316428102	0.288966226979105	-0.572777424859729	-0.0252661364062649	0.395113982141212	1
TCGA.A7.A3IZ.01	0.513603421177657	0.15608384994153	-0.231459240027283	0.000216099457996127	0.438444130549901	1
TCGA.A7.A3J0.01	0.710236480180697	0.211985974154088	-0.327315561272409	-0.0153642819719519	0.579542611090424	2
TCGA.A7.A3J1.01	0.714250009359266	0.32863615194484	-0.443636119698264	-0.0454465409724211	0.55380350063342	2
TCGA.A7.A3RF.01	0.60107766134607	0.0496166775516569	-0.264611397807809	0.0961681062083673	0.482251047298285	2
TCGA.A7.A425.01	0.636129042466251	0.231440877093486	-0.539927728313226	0.110242206427809	0.43788439767432	1
TCGA.A7.A426.01	0.636648702708911	0.252448213196281	-0.263163331264948	0.0823019277540601	0.708235512394304	2
TCGA.A7.A4SA.01	0.695782124251957	0.351056747181758	-0.415963358210287	-0.0156159888095188	0.615259524413909	2
TCGA.A7.A4SB.01	0.563605877068312	0.136150265371865	-0.16251438694236	0.0297098386098813	0.566951594107698	2
TCGA.A7.A4SC.01	0.609657349668017	0.26448883045041	-0.351501445796709	0.0755831612094661	0.598227895531185	2
TCGA.A7.A4SD.01	0.793927431733952	0.365423879388826	-0.573893491322448	-0.123213028669753	0.462244791130576	2
TCGA.A7.A4SE.01	0.683431863293454	0.251781456079445	-0.428273843863463	0.0120097835161937	0.518949259025629	2
TCGA.A7.A4SF.01	0.578333737719684	0.257075837915637	-0.315569667626988	0.00859629080601873	0.528436198814351	2
TCGA.A7.A56D.01	0.820580485875268	0.216011042296169	-0.559750038663046	-0.0431162473088608	0.433725242199531	1
TCGA.A7.A5ZV.01	0.641825597733511	0.185960496547019	-0.449225704221764	-0.066678962847941	0.311881427210826	1
TCGA.A7.A5ZW.01	0.645730303046301	0.261191607834278	-0.365605912119699	0.0940647123343479	0.635380711095228	2
TCGA.A7.A5ZX.01	0.589991615339342	0.127011578518476	-0.224661060670108	0.0985237936885332	0.590865926876244	2
TCGA.A7.A6VV.01	0.641742742489067	0.304632329517198	-0.552347302236619	-0.0474149977271351	0.346612772042512	1
TCGA.A7.A6VW.01	0.788104921355493	0.288023084315503	-0.536262530954677	-0.0595895345710005	0.480275940145319	2
TCGA.A7.A6VX.01	0.667648312224382	0.155517822742375	-0.313817594926555	-0.0140723429081691	0.495276197132033	2
TCGA.A7.A6VY.01	0.795747800866519	0.371843666488566	-0.663664376922824	-0.0866482359506975	0.417278854481564	1
TCGA.A8.A06N.01	0.524795957491703	0.0749638535309109	-0.142926487701679	0.00556667338651073	0.462399996707445	2
TCGA.A8.A06O.01	0.607716900656417	0.255565421728737	-0.355816805353265	0.0147107619038374	0.522176278935727	2
TCGA.A8.A06P.01	0.558907832677772	0.198061140852014	-0.405636065078018	0.0458105837520487	0.397143492203817	1
TCGA.A8.A06Q.01	0.479496066951531	0.116863499243589	-0.162508463259185	0.060046952354601	0.493898055290535	2
TCGA.A8.A06R.01	0.672683957011108	0.266401656786508	-0.509596429991821	0.0381396269409111	0.467628810746707	2
TCGA.A8.A06T.01	0.700596213387716	0.246131129231377	-0.289953830880379	-0.0143040976722765	0.642469414066437	2
TCGA.A8.A06U.01	0.785677188215254	0.257155814137445	-0.352598371961613	-0.0396275854476502	0.650607044943436	2
TCGA.A8.A06X.01	0.713590138352614	0.263761468096	-0.356927544410171	-0.104491007500696	0.515933054537748	2
TCGA.A8.A06Y.01	0.614221027930381	0.0453620724291792	-0.162397933988821	0.168668735056926	0.665853901427666	2
TCGA.A8.A06Z.01	0.544772250577872	0.0781592615810562	-0.238358144289902	0.0536915208436429	0.438264888712669	1
TCGA.A8.A075.01	0.673611257732194	0.294666476312827	-0.539833035790531	-0.0512086736642717	0.377236024590218	1
TCGA.A8.A076.01	0.639403727000813	0.227525967350805	-0.442614502764417	-0.00254323372338311	0.421771957863817	1
TCGA.A8.A079.01	0.547055469688699	0.217530129964702	-0.361850091705818	0.0390301995282257	0.441765707475808	1
TCGA.A8.A07B.01	0.571488621727551	0.187564437260144	-0.223246048850866	-0.0160283290896892	0.51977868104714	2
TCGA.A8.A07C.01	0.570075423863746	0.391721505317249	-0.409317870814244	-0.0676730865492199	0.484805971817531	2
TCGA.A8.A07E.01	0.602868499377529	0.31314310251603	-0.4104422257138	0.0150712536036745	0.520640629783433	2
TCGA.A8.A07F.01	0.627831767422639	0.261371045987914	-0.351780462894436	-0.0137331844512561	0.523689166064861	2
TCGA.A8.A07G.01	0.661667788319584	0.223506204782262	-0.400324359195811	0.030019635325548	0.514869269231583	2
TCGA.A8.A07I.01	0.690932647863497	0.290614635932916	-0.451228993570971	-0.09833362164501	0.431984668580432	1
TCGA.A8.A07J.01	0.667666723693855	0.244941927848729	-0.538456621201279	-0.091436416859327	0.282715613481978	1
TCGA.A8.A07L.01	0.517231548655792	0.154743998676661	-0.229163926864848	0.0836065543125902	0.526418174780196	2
TCGA.A8.A07O.01	0.588024617743043	0.319123822967733	-0.523166492401504	-0.00133577097048252	0.38264617733879	1
TCGA.A8.A07P.01	0.584485503796395	0.234057200909746	-0.312255449454262	-0.00961018016504156	0.496677075086837	2
TCGA.A8.A07R.01	0.641888945152657	0.17093406017183	-0.312052902141591	-0.0234990825995244	0.477271020583372	2
TCGA.A8.A07S.01	0.585625137378053	0.155864199100865	-0.333408368774943	0.0102715400961231	0.418352507800099	1
TCGA.A8.A07U.01	0.839765309906113	0.453896299952417	-0.69160158923646	-0.209733831542955	0.392326189079115	1
TCGA.A8.A07W.01	0.579992826152418	0.21304527383842	-0.419190356348596	-0.0390773042648184	0.334770439377423	1
TCGA.A8.A07Z.01	0.739804077286839	0.226750100930678	-0.339644628804345	-0.0176825737637991	0.609226975649374	2
TCGA.A8.A081.01	0.623883391132268	0.341544208369903	-0.442320701908165	-0.0677486826600842	0.455358214933922	2
TCGA.A8.A082.01	0.627010703097616	0.144588422375015	-0.278495012403113	0.0196220776874732	0.512726190756991	2
TCGA.A8.A083.01	0.61587810764653	0.0806438709759443	-0.231275342017666	0.0179076896093416	0.48315432621415	2
TCGA.A8.A084.01	0.707557754361526	0.132603021993472	-0.334309687287126	-0.0409680637575556	0.464883025310317	2
TCGA.A8.A085.01	0.466314226655721	0.050108631620183	-0.125385855275098	0.121660284918279	0.512697287919085	2
TCGA.A8.A086.01	0.564768385481839	0.138104262881236	-0.330482876264437	-0.0239131568013438	0.348476615297295	1
TCGA.A8.A08A.01	0.649953699072566	0.193034838915097	-0.403299409665076	0.0388150575987793	0.478504185921366	2
TCGA.A8.A08B.01	0.735387171768606	0.286748462807422	-0.349088220941403	-0.051203098364298	0.621844315270326	2
TCGA.A8.A08C.01	0.589202556722478	0.117053423558321	-0.208861841566382	0.0661954549933353	0.563589593707753	2
TCGA.A8.A08F.01	0.649450441107978	0.330195777936168	-0.56327590739288	-0.141514861018989	0.274855450632277	1
TCGA.A8.A08G.01	0.641710981522156	0.234138586447348	-0.366448167646881	-0.00377287890488758	0.505628521417735	2
TCGA.A8.A08H.01	0.717563015337916	0.385519263414133	-0.804070768134326	-0.0778793673654264	0.221132143252297	1
TCGA.A8.A08I.01	0.837429950740589	0.387972875258755	-0.662589792466629	-0.219419528248148	0.343393505284566	1
TCGA.A8.A08J.01	0.674230477899613	0.212597263380279	-0.424326886821953	-0.0267356291204339	0.435765225337505	1
TCGA.A8.A08L.01	0.605546620176548	0.340627352856906	-0.386255095616553	-0.0470077446915589	0.512911132725341	2
TCGA.A8.A08O.01	0.52725841545332	0.122935500251399	-0.170255854038422	0.0767976624344511	0.556735724100748	2
TCGA.A8.A08P.01	0.694048824568395	0.389881198757065	-0.597349147208709	-0.149824892311622	0.336755983805129	1
TCGA.A8.A08R.01	0.679041538909083	0.35511453924023	-0.506502743059526	-0.109078076583143	0.418575258506643	1
TCGA.A8.A08S.01	0.704242086231474	0.187832238533064	-0.290221996398688	-0.0582736495716863	0.543578678794163	2
TCGA.A8.A08T.01	0.523235003697864	0.203554154847088	-0.333380747600067	0.0353096633434105	0.428718074288295	1
TCGA.A8.A08X.01	0.670655184599697	0.340676561758258	-0.544528225846319	0.0303102666315447	0.49711378714318	2
TCGA.A8.A08Z.01	0.623344516458493	0.267239111525281	-0.568611953610436	-0.0678125635185425	0.254159110854795	1
TCGA.A8.A090.01	0.651662956265115	0.267165245710816	-0.484582882283484	-0.0837991464830077	0.350446173209439	1
TCGA.A8.A091.01	0.512055495335586	0.194784806530387	-0.294721616342522	0.0833354654664313	0.495454150989882	2
TCGA.A8.A092.01	0.558961467724713	0.218679543134753	-0.358944132513407	-0.0301512699102122	0.388545608435847	1
TCGA.A8.A093.01	0.551715917929102	0.0537820578456212	-0.19446337765152	0.0430571127855002	0.454091710908704	2
TCGA.A8.A094.01	0.660941490334345	0.371514650032012	-0.627768520735918	-0.127058615985308	0.277629003645131	1
TCGA.A8.A095.01	0.568011187091481	0.246022011307153	-0.326909932419147	0.0991575414409361	0.586280807420422	2
TCGA.A8.A096.01	0.752348415338068	0.365875374836817	-0.541737293627364	-0.1456891744529	0.430797322094621	1
TCGA.A8.A097.01	0.665538038152972	0.234628259361138	-0.404717488444729	-0.0228542070126903	0.472594602056691	2
TCGA.A8.A099.01	0.593027493566743	0.202640134964927	-0.230943372289471	0.0173696238491215	0.582093880091321	2
TCGA.A8.A09A.01	0.578158419151876	0.261445584981061	-0.332219325448116	0.0244798290669813	0.531864507751802	2
TCGA.A8.A09B.01	0.552632120831872	0.146550026482119	-0.343893101676349	0.0533461468080792	0.408635192445721	1
TCGA.A8.A09C.01	0.525781093005434	0.13348635797082	-0.221782582004322	0.0594779115520075	0.49696278052394	2
TCGA.A8.A09D.01	0.626705641936601	0.252130051032215	-0.519503257184932	-0.044273074234506	0.315059361549377	1
TCGA.A8.A09E.01	0.703054417533598	0.169646275581848	-0.230670778306311	0.025432259089033	0.667462173898168	2
TCGA.A8.A09G.01	0.736505701949525	0.336239861214748	-0.380954881187405	-0.0238592325480857	0.667931449428782	2
TCGA.A8.A09I.01	0.742722380855182	0.340364883709235	-0.55009592381453	-0.141312180235884	0.391679160514004	1
TCGA.A8.A09K.01	0.570066579866577	0.303725037965513	-0.297474471321616	-0.0264596744487337	0.549857472061739	2
TCGA.A8.A09M.01	0.702367122327538	0.327670428916838	-0.437806527615281	-0.0577579231717202	0.534473100457375	2
TCGA.A8.A09N.01	0.64676952311663	0.245157956897509	-0.229121337131116	0.0329425626172443	0.695748705500267	2
TCGA.A8.A09Q.01	0.594625071126637	0.356359259887148	-0.566561975787795	-0.0680448372658671	0.316377517960123	1
TCGA.A8.A09R.01	0.708148321769375	0.258784592657444	-0.487342137231171	-0.112739076211155	0.366851700984493	1
